Reading Time (CST),Ambient Air RHAvg (%),Ambient Air Temp (°C),Ambient Air TempMax (°C),Ambient Air TempMin (°C),Precipitation Precip (mm),Wind WindDir,Wind WindSpeed (km/h),Wind WindSpeedMax (km/h),Wind WindSpeedMin (km/h),0 to 5 cm Depth Average Temp (°C),0 to 5 cm Depth Average WFV (%)
08/07/2020,80,21.9,27.3,17.5,3.6,SSW,11.5,27.3,0,25.6,22
09/07/2020,78,19.9,25.3,15.3,0,WSW,13.7,32.1,2.4,22.5,21
10/07/2020,79,20.5,26.3,14.7,0,SW,5,15.5,0,25.6,21
11/07/2020,80,21.1,26.8,13.1,0,ESE,3.2,14.5,0,26.5,20.8
12/07/2020,79,23.1,29.6,14.6,0,S,5.4,17,0,26.5,20.6
13/07/2020,95,20.2,24.4,13.9,16.6,S,7.3,22.2,0,21.2,24
14/07/2020,70,18.4,24.3,11,0,WSW,14.4,34.1,2.4,20.7,23.1
15/07/2020,69,19.7,26.1,13,0,WSW,12.6,32.3,0,21.4,21.5
16/07/2020,72,20.9,26.6,14.3,0,WSW,8.7,23.5,0,25,21.2
17/07/2020,88,19.7,28.6,12.6,4.8,S,7.8,29.6,0,21.3,21.5
18/07/2020,97,18.7,22.4,14.6,1.2,WSW,9.6,19.9,2.4,19.2,22.1
19/07/2020,83,17.6,23.4,11.3,0,NW,8.9,20.5,0,21.2,21.7
20/07/2020,82,17.5,24.8,8.3,0,S,2.8,11.5,0,20.7,21
21/07/2020,84,19.2,26.7,13.3,0,S,3.8,16.7,0,22.2,20.8
22/07/2020,78,19.1,25.8,10.1,0,SSE,7.2,21.1,0,21.9,20.6
23/07/2020,96,19.4,25.9,14.1,5.8,SE,8.6,22,0.2,19.4,21.9
24/07/2020,87,26.1,32.4,20.2,0,S,8.3,19.8,0,26.4,22.1
25/07/2020,78,25.9,32.8,19.4,0,SW,7.4,25.8,0,28,21.2
26/07/2020,70,19.9,26,11.8,0,W,10.6,31.9,1.6,24.3,20.5
27/07/2020,77,19.9,26.5,14,0,W,8,20.6,0,23.6,20.1
28/07/2020,78,19.9,25.9,12.9,0,WNW,6.8,19.4,0,24.4,20
29/07/2020,79,20.2,29.5,9.7,0,SSE,2,10.4,0,24,19.7
30/07/2020,77,22.5,30.8,12.1,0,SSE,3.1,13.3,0,25.3,19.5
31/07/2020,84,21.1,27.3,14.8,0,W,7.7,20.9,0,24,19.2
01/08/2020,79,19,25.7,12.1,0,W,7.6,20.8,0,23.1,19
02/08/2020,75,18.5,25.8,10.1,0,SSW,4.3,14,0,23.1,18.8
03/08/2020,72,18.6,28.1,8.5,0,SSW,2.7,13.7,0,22.8,18.5
04/08/2020,73,18.6,26.6,7.8,0,S,4.2,15.1,0,21.8,18.2
05/08/2020,77,21.3,28.9,13,0,SSE,4.4,15.7,0,24,18.1
06/08/2020,79,22.2,30.2,13.9,0,S,5.1,15.2,0,24.7,17.8
07/08/2020,95,20.9,28.1,14.3,0,SSE,6.2,14.7,0,22.4,17.6
08/08/2020,66,21.4,27.9,12.2,0,WSW,8.2,26.1,0,24.4,17.5
09/08/2020,81,18.2,24.7,10.8,2.2,SW,7.1,24.6,0,20.1,17.6
10/08/2020,56,18.9,26.7,9.3,0,WSW,12.8,35.6,2.6,21.2,17.6
11/08/2020,62,19.7,27.8,11.4,0,WSW,7.2,21.1,0,22.9,17.4
12/08/2020,72,21.8,31.7,9.9,0,SE,6.9,19.9,0,23.8,17.1
13/08/2020,98,18.8,25.7,14.8,2.2,SSE,6.5,28.9,0,20.1,17.2
14/08/2020,100,15.8,18,11.7,10.6,WNW,6.9,19.3,0,17,21
15/08/2020,81,17.1,25.5,10.9,0.2,W,7.2,22.7,0,18,22.4
16/08/2020,78,17.6,25,10.3,0,WNW,6,17.9,0,19.7,20.7
17/08/2020,76,18.1,27.9,8.4,0,WSW,2.5,12.3,0,20.3,19.7
18/08/2020,75,24.1,35.6,13,0,S,4.1,13.5,0,24,19.3
19/08/2020,76,24.5,32.1,15.5,13.4,SW,5.1,31.7,0,25.8,19.4
20/08/2020,83,23.2,32.9,16.1,0.2,SSE,2.4,12,0,23.6,23.3
21/08/2020,86,23.2,30.6,15.7,0,SSE,3.7,13.6,0,23,21.3
22/08/2020,91,20.5,25.3,14.6,0,WNW,7.7,19.1,0,22.3,20.2
23/08/2020,94,17.6,24,10.9,0,SW,3.8,16.4,0,19,19.5
24/08/2020,70,20.5,31.2,9.9,0,SSW,4.7,15.3,0,21,19.2
25/08/2020,79,20,28.9,10.5,0,SSE,4.6,17.4,0,20.8,18.8
26/08/2020,85,19.3,24.8,12.2,0,WNW,6,19.1,0,21.6,18.2
27/08/2020,79,18.6,27.2,9.9,0,SSE,3.5,13.1,0,20.4,17.5
28/08/2020,82,17.6,23,11.6,2.6,W,8,26.8,0,19.9,18.3
29/08/2020,72,17.4,26.4,8.9,0,SW,4.2,17.6,0,19.7,17.8
30/08/2020,95,14,19.5,9.8,11,SSW,6.5,21.6,0,15.3,20.7
31/08/2020,81,11.8,17.7,6.3,0,WSW,7.9,24.5,0,14.1,21.4
01/09/2020,73,13.4,22.9,4.3,0,WSW,9.1,34.7,0,13,19.8
02/09/2020,83,13.6,20,9.4,10,SW,7.9,19.3,0,14.2,20.5
03/09/2020,71,13.1,18.7,6.1,0.4,WNW,12.7,31.1,0,14,22.5
04/09/2020,78,12.7,20.9,5.1,0,WSW,5.8,17.5,0,14.5,20.6
05/09/2020,70,16.5,27,6.4,0,SSW,5.8,14.8,0,16.2,19.7
06/09/2020,77,15,21,9.3,0,W,13.4,32.9,1.2,16.7,19
07/09/2020,86,7,10.6,2.9,1.4,NW,9.4,25.1,1.2,10.7,18.8
08/09/2020,85,6.2,13.4,1,0.2,WNW,5.9,18.3,0,10,18.5
09/09/2020,62,8.7,17,-0.2,0,SSW,7.2,22.3,0,11.3,18.3
10/09/2020,57,15.2,25.4,6.1,0,SSW,5.9,18.4,0,16,18.1
11/09/2020,60,14.3,23.7,6.3,0,S,6.9,21.7,0.2,16,17.9
12/09/2020,77,13.2,22.3,4.9,0,W,6.2,18.8,0,16,17.7
13/09/2020,81,10.2,15.7,1.4,1.2,NW,5.7,21.9,0,13.8,17.9
14/09/2020,78,9.5,16.7,0.5,0,SE,5.1,17.6,0,11.3,17.6
15/09/2020,82,13.1,18.4,8.1,0,WNW,4.9,13.8,0,15.2,17.6
16/09/2020,74,7.9,13.1,-1.4,0.2,W,7.3,21.6,0,12.4,17.5
17/09/2020,75,3.8,14.6,-3.6,0,No Data,No Data,No Data,No Data,7.8,17.3
18/09/2020,62,11.5,22.8,-1.4,0,SSE,6.6,22.7,0,12.3,17.3
19/09/2020,68,15.6,26.6,2.5,0,SE,4.4,16.1,0,16.1,17.2
20/09/2020,73,18.1,25.3,11.7,0,SSE,9.7,25.4,1,17,17.1
21/09/2020,62,17.9,24.5,9.4,0,WSW,17.3,41.2,1.6,17.8,17
22/09/2020,60,18.1,31.3,6.1,0,SW,7.4,25.4,0,17.8,16.8
23/09/2020,92,10.5,14.2,4.8,1.8,SW,6.3,19.5,0,12.4,16.8
24/09/2020,84,12.6,22.3,1.3,0.8,S,7.4,22,0,12.9,17.6
25/09/2020,63,17.3,26.5,10.1,0.2,WSW,7.9,20.4,0,17,17.9
26/09/2020,52,16.5,24.5,8.6,0,SW,6.5,24.3,0,16.6,17.4
27/09/2020,75,12.3,15.1,9.5,0,NW,11.5,25.3,3,13.9,17.1
28/09/2020,83,9.7,14,7.3,0,WNW,10.6,26.5,0,12.5,16.9
29/09/2020,75,12.4,21.5,5.9,0.6,W,8.2,25.8,0,13.5,16.9
30/09/2020,76,9,13.5,4.7,1,NW,13.8,29.6,4.2,10.6,17
01/10/2020,86,3.4,9.1,-3.9,0.2,WNW,7.1,23.7,0,7.1,17.1
02/10/2020,72,3.3,11.2,-5.2,0,SE,3.4,13.8,0,8,17.2
03/10/2020,73,3.4,12.4,-5.5,0,WSW,3.5,17.1,0,6.6,16.9
04/10/2020,58,11.1,18.3,0.9,0,SSW,15.7,32.4,0,10.2,16.7
05/10/2020,63,13.2,20.5,7.3,0.2,W,11.4,31.5,0,12.2,16.6
06/10/2020,73,11.7,19.9,5.1,1.4,W,11.7,50,0,11.2,16.7
07/10/2020,80,8,14.1,1.9,0,W,13.8,33.7,1.5,8.2,16.8
08/10/2020,67,8.9,17.8,-1.3,0,S,10.2,27.5,0,8.7,16.6
20/10/2020,88,-4.6,1.8,-12.6,0,ESE,7.3,19.8,0,0.6,0
21/10/2020,99,-1.3,0.6,-2.8,1.4,W,8.9,20.8,2.5,0.3,0
22/10/2020,89,-2,1.3,-5.6,0,W,6.9,18,0,0.9,0
23/10/2020,85,-4.1,-0.4,-8.4,0,W,14.8,26.5,4.4,0.5,0
24/10/2020,69,-3.9,-0.9,-7.4,0,WNW,9.7,20.7,2.2,0.5,0
25/10/2020,83,-4.4,-2,-6,0,W,9.9,22,0,1,0
26/10/2020,70,-4.6,-2,-7.5,0,SW,17.2,36.4,6.9,0.5,0
27/10/2020,93,-2.1,3.2,-9.4,0.4,SW,12.7,31.4,4.5,0.2,0
28/10/2020,90,-0.9,2.6,-3.1,2.2,W,12.2,28.8,0,0.5,19.7
29/10/2020,87,-3.4,-1.2,-6.8,0,SE,8.3,27.4,0,0.2,0
30/10/2020,100,-0.8,2.8,-8,0,S,13.6,40.2,0,0.5,15.1
31/10/2020,82,0.1,7.6,-4.8,0,W,31.2,62.7,13.3,1.1,19.6
01/11/2020,71,-1.9,4.5,-10.7,0,SW,14.5,27.6,3.4,0.8,12.4
02/11/2020,61,8.1,17.1,1.7,0,WSW,14.4,28.4,5.8,4.4,16.7
03/11/2020,57,9.9,19.3,2.9,0,WSW,12.5,25.7,0,5.7,17.9
04/11/2020,62,7.9,19.4,-3.1,0,WSW,13.8,35.7,0,7.2,16.6
05/11/2020,81,5.6,12.4,-0.1,0,S,11.6,30.6,0,4.5,16
06/11/2020,90,1.3,11.5,-3.3,0,S,17.4,30.6,4.9,2.6,15.6
07/11/2020,89,0,4.5,-4.1,0,SSE,15.2,30.3,0,2.5,15.2
08/11/2020,95,3.6,6,1.5,0,S,16.2,44.3,2,3.6,15.2
09/11/2020,67,-5,1.3,-7.7,0,WSW,22,42,9.7,0.1,0
10/11/2020,77,-9.7,-2.7,-14.9,0,SW,7.3,23.7,0,0.4,0
11/11/2020,83,-8.4,-1,-17.6,0,S,7.7,28.6,0,No Data,No Data
12/11/2020,87,-11.2,-6.7,-20.4,0,W,12.4,24.8,0,No Data,No Data
13/11/2020,90,-9.4,-2.3,-18.6,0,SSE,13.2,27.4,3.6,No Data,No Data
14/11/2020,94,-0.9,2.7,-4.6,0,SSW,16.6,39.9,5.6,0.3,0
15/11/2020,83,-5.8,-1.3,-11.8,0,W,18.8,46.2,0,No Data,No Data
16/11/2020,87,-8.7,-4.8,-11.4,0,W,11.1,27.7,0,No Data,No Data
17/11/2020,90,-8.2,-5,-14.8,0,S,6.7,20.1,0,No Data,No Data
18/11/2020,88,-0.3,5.8,-5.9,0,S,14,30.6,2.2,0.9,10.6
19/11/2020,92,-2.4,4.9,-4.5,0,W,12.2,26.5,0,0.5,0
20/11/2020,90,-8.6,-3.1,-11.7,0,W,12.9,32,0,No Data,No Data
21/11/2020,96,-8.8,-3.5,-16,0,S,7.8,20.8,0,No Data,No Data
22/11/2020,94,-6.8,-4.4,-10.6,0,SW,12.1,23.8,0,No Data,No Data
23/11/2020,90,-8.7,-3.7,-12.8,0,SE,8.9,20.6,0,No Data,No Data
24/11/2020,100,-2.8,0,-11.4,0,SW,10.9,22.2,3.2,No Data,No Data
25/11/2020,99,-3.4,3.2,-12.4,0,S,16.7,38.4,2.2,No Data,No Data
26/11/2020,83,-0.3,3.6,-4.5,0,W,17.8,37.7,4.1,0.5,0
27/11/2020,80,-2.3,4,-11.7,0,SW,14.6,29.2,0.8,0.5,0
28/11/2020,94,-1.1,2.8,-4.7,0,SW,10.4,42.5,0,0.6,0
29/11/2020,79,-6.7,-1.5,-13.3,0,W,15.3,42.6,0,No Data,No Data
30/11/2020,81,-6.1,1.6,-13.6,0,SSE,12,22.3,3,0.3,0
01/12/2020,81,-2.9,4.9,-9.8,0,WSW,14.2,30.9,0.3,1,0
02/12/2020,72,0.9,4.3,-2.2,0,W,15.7,29.8,2.3,1.2,12.3
03/12/2020,72,-0.5,5.3,-3.3,0,W,13.7,27.6,4.2,1.7,0
04/12/2020,92,-3.3,3.8,-9.2,0,S,4.4,12,0,1.3,0
05/12/2020,88,-0.3,5.2,-5.7,0,W,10.1,20,3.3,1.5,0
06/12/2020,87,-0.6,4.8,-6.8,0,SW,9.9,23.8,0,1.8,0
07/12/2020,81,-0.8,5.1,-7.1,0,SW,8.3,16.9,0,1.3,0
08/12/2020,74,2.7,8,-2.2,0,W,15.8,36.1,2.4,1.6,14
09/12/2020,90,1.2,4.1,-2.3,0,W,10.8,22.8,0,0.7,14.1
10/12/2020,100,-0.4,2.3,-2.7,0,WNW,11.4,25.5,2.3,0.4,21.8
11/12/2020,100,-3,-2.4,-3.8,0,SSE,6.6,14,0,No Data,No Data
12/12/2020,100,-4.5,-3.7,-5.3,0,ESE,5.9,17.5,0,No Data,No Data
13/12/2020,87,-9.3,-4.1,-18.8,0,WNW,18.8,44.7,6.7,No Data,No Data
14/12/2020,78,-19.5,-16.1,-25.9,0,SW,9.4,21.5,0,No Data,No Data
15/12/2020,91,-12.6,-8,-16.3,0,SSE,8.9,21.5,1.8,No Data,No Data
16/12/2020,98,-4.5,-1.4,-8.2,0,SSW,11.5,22.8,0,No Data,No Data
17/12/2020,98,-5,-3,-10.3,0,S,12.7,40.4,0,No Data,No Data
18/12/2020,81,-8.5,-0.4,-19,0,WSW,19.4,43.7,4.4,No Data,No Data
19/12/2020,81,-7.5,3.6,-19.1,0,S,20.3,46,0.9,No Data,No Data
20/12/2020,94,-5.9,-3.3,-12.1,0,S,10.7,36,0,No Data,No Data
21/12/2020,93,-10,-7.4,-13.1,0,WSW,13.7,33.9,0.3,No Data,No Data
22/12/2020,100,-7.7,-3.2,-14.5,0,ESE,15.6,47.4,0,No Data,No Data
23/12/2020,79,-20,-11.3,-23.2,0,NNW,32.5,58.4,12.2,No Data,No Data
24/12/2020,78,-20.4,-15.4,-25.5,0,WSW,13.3,29.1,0,No Data,No Data
25/12/2020,88,-8.1,-0.4,-15.8,0,WSW,12.3,27,0,No Data,No Data
26/12/2020,95,-7.2,-6.1,-9.2,0,SW,7.4,17.2,0,No Data,No Data
27/12/2020,92,-10.2,-6.4,-16.9,0,W,15,29.7,2.8,No Data,No Data
28/12/2020,82,-16.4,-12.4,-18.6,0,WSW,11.8,24.2,2.7,No Data,No Data
29/12/2020,93,-10,-4,-17.2,0,SSW,12.3,28.9,0,No Data,No Data
30/12/2020,98,-9.9,-7.8,-13.7,0,W,15.4,36.8,4.6,No Data,No Data
31/12/2020,93,-10.6,-7,-15,0,S,7.3,18.4,0,No Data,No Data
01/01/2021,98,-7.7,-3.3,-10.2,0,SW,9.2,19.5,2,No Data,No Data
02/01/2021,94,-4.6,3.9,-10.8,0,S,12.6,27.3,0.3,No Data,No Data
03/01/2021,84,1,5.1,-5.1,0,SSW,15,30.2,0.6,No Data,No Data
04/01/2021,86,-0.8,3.7,-9.5,0,W,17.8,34.6,0,No Data,No Data
05/01/2021,100,-9,-5.9,-14.1,0,SSE,5.6,13.4,0,No Data,No Data
06/01/2021,98,-4,0.6,-7.7,0,SSE,10.5,24.6,2.9,No Data,No Data
07/01/2021,100,-2,0.5,-5.6,0,SSE,14.1,24,6.2,No Data,No Data
08/01/2021,100,-3.2,-1.2,-6.2,0,WSW,5.3,13.7,0,No Data,No Data
09/01/2021,98,-5.2,-1.5,-8.2,0,WSW,11.9,26.1,0,No Data,No Data
10/01/2021,98,-4.5,-1.1,-8.8,0,WSW,16.6,31.5,0,No Data,No Data
11/01/2021,99,-3.9,-0.6,-6.3,0,SW,7.8,16.7,0,No Data,No Data
12/01/2021,92,-3.9,1.8,-11.5,0,SW,12.5,29.7,0,No Data,No Data
13/01/2021,94,-2.3,1.4,-9.1,0,SSE,10,23.4,0,No Data,No Data
14/01/2021,99,-0.8,3.5,-4,0,W,20.2,41.4,0,No Data,No Data
15/01/2021,98,-7.2,-1.7,-12.1,0,NNW,28.9,57.3,1.8,No Data,No Data
16/01/2021,94,-8,-2.3,-12.5,0,WSW,8.2,20.1,0,No Data,No Data
17/01/2021,94,-9,-3.1,-13.4,0,NW,18.1,36.4,6.5,No Data,No Data
18/01/2021,86,-16.7,-13.6,-18.7,0,S,10.5,22.2,0,No Data,No Data
19/01/2021,81,-17.2,-8.3,-21.2,0,SW,15.1,28.5,2.6,No Data,No Data
20/01/2021,85,-0.2,2.9,-9.3,0,WSW,29.8,56.8,11.9,No Data,No Data
21/01/2021,83,-14,-0.5,-18.4,0,WNW,23,49.9,0,No Data,No Data
22/01/2021,85,-10.8,-7.9,-13.5,0,SW,8.5,22.2,0,No Data,No Data
23/01/2021,87,-8.8,-3.6,-16.5,0,SW,15.6,32.3,5.6,No Data,No Data
24/01/2021,70,-20.5,-16.7,-23.6,0,SW,10.2,29.6,0,No Data,No Data
25/01/2021,76,-23,-21.1,-25.2,0,SSW,12.4,20.8,3.9,No Data,No Data
26/01/2021,75,-26.2,-23.3,-29,0,NW,7.9,17.5,0,No Data,No Data
27/01/2021,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
28/01/2021,77,-17,-10.9,-25.4,0,ESE,4.7,16,0,No Data,No Data
29/01/2021,88,-11.1,-6.8,-17.9,0,ESE,8.2,16.6,0.3,No Data,No Data
30/01/2021,100,-5.9,-4.8,-7.2,0,SE,3.9,15.9,0,No Data,No Data
31/01/2021,96,-6.3,-5.1,-8,0,WNW,7.6,20.8,0,No Data,No Data
01/02/2021,98,-5.9,-5.1,-6.5,0,SSE,9.1,33.3,0,No Data,No Data
02/02/2021,100,-5.4,-4.2,-6.7,0,SSE,23,38.9,9.6,No Data,No Data
03/02/2021,99,-3.9,-1.6,-6.2,0,SW,17.4,40.7,0,No Data,No Data
04/02/2021,88,-12.6,-6.3,-16.4,0,NW,22.9,41.1,10.7,No Data,No Data
05/02/2021,78,-19.5,-16.5,-25.3,0,NW,25.5,43.8,12.2,No Data,No Data
06/02/2021,65,-27,-24.9,-29.6,0,NW,20,40.9,6.5,No Data,No Data
07/02/2021,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
08/02/2021,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
09/02/2021,63,-24.5,-21.7,-26.5,0,W,20.2,31.6,9.8,No Data,No Data
10/02/2021,67,-26.2,-22.5,-30.6,0,W,11.3,19.9,2.5,No Data,No Data
11/02/2021,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
12/02/2021,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
13/02/2021,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
14/02/2021,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
15/02/2021,63,-22.8,-13.5,-29.7,0,SSW,8.9,15.1,4.4,No Data,No Data
16/02/2021,70,-23,-14.8,-30.1,0,SSE,6.3,17.5,0,No Data,No Data
17/02/2021,72,-21.4,-13.4,-29.7,0,SE,5.5,17.3,0,No Data,No Data
18/02/2021,80,-15.6,-11.1,-20.8,0,SSW,6,18.2,0,No Data,No Data
19/02/2021,78,-17,-8.9,-24.9,0,SSW,7,15.9,0,No Data,No Data
20/02/2021,86,-9.5,1,-17.3,0,S,12,24.2,2.3,No Data,No Data
21/02/2021,84,-3.9,3.3,-14,0,SSW,11.1,23.1,0,No Data,No Data
22/02/2021,80,3.1,7.4,-0.4,0,WSW,24.4,44.4,9.3,0.4,18.2
23/02/2021,90,-3,2,-9.2,0,NW,14,29.9,0,0,0
24/02/2021,89,-9.7,-5.1,-13.3,0,SSW,6.1,20.3,0,No Data,No Data
25/02/2021,87,-2.6,2.4,-9.1,0,SSW,16.8,38.3,5.8,0.3,0
26/02/2021,83,-3.9,2.3,-19.8,0,WNW,22.1,38.3,10.1,0.4,0
27/02/2021,78,-21.5,-19.6,-26.4,0,WNW,15.2,30.6,0,No Data,No Data
28/02/2021,71,-16.7,-10.1,-24,0,WNW,14.8,32,0,No Data,No Data
01/03/2021,70,-17.6,-9.5,-29.8,0,SSW,15.6,36,0,No Data,No Data
02/03/2021,87,-2.3,5.8,-9.2,0,WSW,16.6,42.6,0,0.2,0
03/03/2021,87,-4.7,2.8,-12.6,0,SE,6,24.1,0,0.4,0
04/03/2021,94,-0.9,6,-8.5,0,ESE,4.9,11.2,0,1.4,20.9
05/03/2021,87,0.7,8.5,-4.9,0,SSW,5.1,14.5,0,2.3,26.3
06/03/2021,78,2.4,9.3,-3.1,0,SSE,13.6,36.9,0.6,2.5,32
07/03/2021,86,3.6,7.3,0.9,0,SW,19.7,42.9,9.3,3,32
08/03/2021,73,5.6,14.3,-2.2,0,SSW,10.7,30.1,0,5.9,28
09/03/2021,99,1.1,4.9,-4.5,0,S,18.6,38.9,2.4,2.3,28.3
10/03/2021,92,-3.9,-0.2,-7.3,0,NW,15.3,34.5,1,1.6,15.4
11/03/2021,77,-6.9,-3.2,-10.8,0,NW,16.1,40.7,0,0.1,0
12/03/2021,66,-2.6,8.4,-13.7,0,SSW,14.8,33.4,0,3.2,14.4
13/03/2021,61,3.1,9.2,-2.7,0,W,12,24,0,6.4,18.5
14/03/2021,57,-0.4,6.9,-6.9,0,ESE,6.7,22.3,0,4.4,16.4
15/03/2021,65,-0.4,6.3,-6,0,SSE,13,29.8,1.4,3.4,14
16/03/2021,81,1.8,7.4,-3.2,0,SSW,6.9,19.3,0,4.3,16.5
17/03/2021,70,1.5,7.1,-3.3,0,NW,10.2,32.1,0,6.4,16.9
18/03/2021,63,2,12.4,-8.3,0,SSW,10.1,28.8,0,6.8,15.3
19/03/2021,63,6.5,16,-2.4,0,S,21.1,40.5,4.3,8,15.4
20/03/2021,71,7.6,18.2,-1,0,S,13.9,29.4,0,7.9,15.2
21/03/2021,67,6.8,15.4,2.2,0,W,13.7,39.8,0,4.8,15
22/03/2021,48,3.1,9.9,-5.4,0,S,9,26.5,0,5.2,14.5
23/03/2021,82,-1.1,3,-7.8,0,WSW,18.2,39.7,0,0.8,14.5
24/03/2021,75,-5.8,1,-10.1,0,WNW,17.8,37.9,0,0.3,0
25/03/2021,71,0.5,11.2,-11.8,0,SSE,8.6,27.4,0,3.3,19.5
26/03/2021,86,2.5,8.7,-2.5,0,SSW,12.3,28.5,0,3.6,18.6
27/03/2021,66,-0.9,2.7,-4.8,0,NW,9.8,28,0,3.7,15.2
28/03/2021,61,0.1,6.3,-9.2,0,S,14.2,34.9,0,2.5,12.9
29/03/2021,62,5.9,18.2,-2.1,0,SSW,25.8,58,7.1,5.5,12.9
30/03/2021,72,-8.1,-2,-10.6,0,NW,30.9,54.8,9.2,No Data,No Data
31/03/2021,65,-7.1,0.6,-13,0,W,10.4,24.4,0,2.4,9.7
01/04/2021,41,4.4,15.3,-7.6,0,S,23.9,44.5,6.8,7.7,10
02/04/2021,44,7.9,16.3,2.4,0,SW,19.2,38.6,1.2,6.4,10.3
03/04/2021,45,6.6,16.6,-4.4,0,SE,12,32.1,0,9,10.7
04/04/2021,41,8.7,17.3,0.6,0,SSE,13.8,26.6,0,10.2,10.1
05/04/2021,51,6.6,14.6,-2.2,0,WSW,12.3,29.6,0,7.9,10
06/04/2021,58,4.7,14.2,-5.2,0,SW,7.1,25.9,0,10.9,10
07/04/2021,47,6.8,16.8,-5.5,0,SE,10,30.3,0,11.1,9.7
08/04/2021,65,6.1,13,0.6,0,E,13.2,30.3,2.8,9.4,14.8
09/04/2021,80,4.8,9.6,-1.1,0,NW,19.2,42,4.9,6.3,19.3
10/04/2021,58,6.5,18.2,-5.7,0,S,5.8,16.1,0,11.6,19.9
11/04/2021,68,5.1,11.8,-4.1,0,ENE,15.2,33.2,0,7.8,19.8
12/04/2021,100,-2.4,1.6,-4.8,0,WNW,27,42.1,14.3,0.7,21
13/04/2021,100,-3.9,-2.7,-4.8,0,NNW,28.2,42,17.4,0.1,0
14/04/2021,91,-3,-1.5,-4.2,0,NNW,22.7,33.8,11.9,0,0
15/04/2021,81,0.4,2.5,-1.7,0,NNW,12.3,19.6,6.4,0,0
16/04/2021,70,3.3,7.4,-0.2,0,NW,12.9,24.8,2.6,0.2,28.5
17/04/2021,66,5.4,12.8,-1,0,W,9.3,24.2,0,2.3,33.4
18/04/2021,83,-0.9,4.1,-3.7,0.6,NNW,26.6,47.8,0,0.7,30
19/04/2021,62,-2.2,1.8,-6.5,0,NW,16.9,39.5,3.3,2.7,23.1
20/04/2021,66,-1.4,2.1,-4.6,0,NW,14.6,37,2.5,2.7,17.1
21/04/2021,58,5.6,15.3,-5.2,0,SW,10.6,34.3,0,9.7,14.9
22/04/2021,40,10,19.8,-1,0,WSW,21.7,46.8,6,10.2,14.1
23/04/2021,56,-1.7,2.8,-8.5,0,NW,22.2,41,0,5,13.5
24/04/2021,40,1.4,9.4,-10,0,SSW,7.9,32.4,0,7.9,12.7
25/04/2021,53,4.7,10,-0.6,0,S,15.3,36.4,0,5.7,12.9
26/04/2021,83,4.6,9.8,-1.9,0,S,9.3,27.8,0,5.2,12.9
27/04/2021,59,9,19.2,-4.1,0,SSW,5.3,19.9,0,14.7,13
28/04/2021,61,3.2,10.6,-2.3,0,NW,18.8,45.7,3.8,6.6,12.6
29/04/2021,63,3.1,10.2,-6.1,0,W,15.8,50.3,0,10.2,12.5
30/04/2021,46,5.3,12.1,-8.2,0,S,18,48.3,0,9,12.1
01/05/2021,41,14.8,24.9,3.5,0,SW,14.7,43,0,14.6,12.2
02/05/2021,87,5.4,9.9,1.3,6,WNW,17,34.8,0,5.6,13.3
03/05/2021,76,3.9,8.6,1,0,NNW,25.1,41.8,10.3,5.5,13.9
04/05/2021,59,4.4,9.9,-1.4,0,W,12.8,31.6,0,9,18.2
05/05/2021,51,3.8,10.7,-3.9,0,SW,10.6,32.6,0,11,20.7
06/05/2021,43,6.3,13.3,-3.2,0,WSW,18.5,47.4,0,10,20.2
07/05/2021,51,6.2,14.1,-3.2,0,SSW,10.6,24.9,0,12.4,20.1
08/05/2021,45,5.8,13.3,-5,0,SE,14.2,36.5,0,11.3,19.9
09/05/2021,47,5.3,12.2,-2.4,0,E,17.9,38.2,5.7,10.7,19.7
10/05/2021,47,6.1,14.3,-3.3,0,SW,7,20.3,0,12.1,19.7
11/05/2021,36,10.6,21.8,-5,0,SSW,5.6,22.3,0,15.3,19.6
12/05/2021,28,14.8,24.9,1.5,0,SSW,11.8,30.3,0,15.9,19.4
13/05/2021,37,15.5,25.8,2.6,0,SW,9.7,29.1,0,16.8,19.2
14/05/2021,56,14.4,24.2,4.6,0,S,7.6,34.4,0,16.5,19.1
15/05/2021,65,14.9,26.3,1.7,0.6,S,9.4,40.5,0,16.9,19
16/05/2021,49,20,29.4,7.8,0,S,18.5,41.1,1.1,19.7,19.1
17/05/2021,44,21,31.4,8.1,0.2,S,17.1,44.9,0,21.4,18.9
18/05/2021,47,22.1,28.6,12.9,0,S,25.8,49.7,5.5,21.9,18.7
19/05/2021,65,20.3,25.5,15,0,SW,14.9,30.5,0,21.6,18.6
20/05/2021,83,10.2,17.1,6.9,0.2,SE,24.5,40.1,4.1,12.4,18.2
21/05/2021,100,7.2,9.6,4.9,5.2,S,20.6,38.2,8,8.9,20.2
22/05/2021,100,6.1,9.2,3,34.6,WNW,19.4,38.6,4,7.5,31.1
